threshold,precision,recall
0.08148838011005903,0.1319526627218935,1.0
0.08175941105451796,0.13197869402248966,1.0
0.08190313772795775,0.13200473559589582,1.0
0.08230257655943754,0.1320307874481942,1.0
0.0823078902513198,0.13205684958547179,1.0
0.08237218785692536,0.13213509776812166,1.0
0.08238849806174887,0.1321612011062821,1.0
0.08242884131522739,0.13218731475992887,1.0
0.08244666219834845,0.13221343873517788,1.0
0.08296886943133523,0.13229187265176984,1.0
0.08312792991604613,0.13231803797468356,1.0
0.08319535702606957,0.13234421364985163,1.0
0.08325898329788817,0.13237039968341907,1.0
0.08327968281216612,0.13239659608153573,1.0
0.08328068141007477,0.1324490199960404,1.0
0.08329853270840079,0.13247524752475248,1.0
0.08335189585994451,0.1325539924707747,1.0
0.08342074399723408,0.13258026159334127,1.0
0.08357334961918501,0.13260654112983153,1.0
0.08366994329141257,0.13263283108643933,1.0
0.08369388602464584,0.13265913146936348,1.0
0.08385876269976544,0.1326854422848076,1.0
0.08410030039074799,0.13271176353898037,1.0
0.08413675026205282,0.13273809523809524,1.0
0.08415120201050678,0.1327644373883707,1.0
0.08415644107544433,0.13279078999603017,1.0
0.08426663653588362,0.13281715306730196,1.0
0.0842961360568057,0.1328435266084194,1.0
0.08436646281251754,0.1329491255961844,1.0
0.08437147281682418,0.13297555158020274,1.0
0.08479639896651751,0.13300198807157057,1.0
0.08488920141257505,0.13302843507655598,1.0
0.08497657929114844,0.13305489260143197,1.0
0.08520431845880999,0.13308136065247664,1.0
0.08524328364013377,0.13310783923597294,1.0
0.08530649308793758,0.13313432835820896,1.0
0.08567200747030262,0.1331608280254777,1.0
0.08576871278119451,0.13318733824407725,1.0
0.08577335886901234,0.13321385902031063,1.0
0.08585825918279566,0.13324039036048596,1.0
0.08596282810757809,0.13326693227091632,1.0
0.0860049828954143,0.1332934847579199,1.0
0.08600871588902163,0.13332004782781984,1.0
0.08601266039703225,0.1333466214869444,1.0
0.08611146639293131,0.1333998005982054,1.0
0.08612419039739992,0.13342640606302353,1.0
0.08631655772432227,0.13345302214242968,1.0
0.08643424115457211,0.13347964884277733,1.0
0.0864616347561918,0.13350628617042506,1.0
0.08650558228501741,0.13353293413173653,1.0
0.086506663253607,0.13355959273308046,1.0
0.08654968023219599,0.13358626198083068,1.0
0.08674021038456085,0.13361294188136608,1.0
0.08682384406424361,0.13366633366633365,1.0
0.08699288329539684,0.13369304556354916,1.0
0.08707938314433043,0.13371976813911654,1.0
0.08724398997043652,0.13374650139944022,1.0
0.0873520725075138,0.13377324535092983,1.0
0.08740610369616904,0.1338,1.0
0.08799670225380467,0.13382676535307061,1.0
0.0880285442728105,0.13385354141656663,1.0
0.08807327320919066,0.13388032819691814,1.0
0.08814146785992487,0.13390712570056046,1.0
0.08815233969820764,0.13393393393393394,1.0
0.08816760639043815,0.1339607529034842,1.0
0.088220094299308,0.13398758261566193,1.0
0.08875244984426274,0.13401442307692307,1.0
0.08883209037677187,0.13404127429372872,1.0
0.0890803573208148,0.1340681362725451,1.0
0.0891091760329686,0.13409500901984367,1.0
0.08912573485296121,0.13412189254210105,1.0
0.0892159581568812,0.1341487868457991,1.0
0.0892336807788332,0.1341756919374248,1.0
0.08965456635166713,0.1342026078234704,1.0
0.08993601109131959,0.13425647200481639,1.0
0.08993610959523425,0.13428342031312726,1.0
0.08997264831969494,0.13431037944187915,1.0
0.09006011212896224,0.13433734939759037,1.0
0.09031010195853362,0.1343643301867845,1.0
0.09038048842943842,0.13439132181599037,1.0
0.09048211017356354,0.13441832429174203,1.0
0.09054383706658604,0.13444533762057878,1.0
0.09056545398682016,0.13447236180904523,1.0
0.09065284603939926,0.1344993968636912,1.0
0.09093378474259661,0.1345264427910718,1.0
0.09100915051815023,0.13455349959774737,1.0
0.0910386856567341,0.1346347353592272,1.0
0.09106020703949684,0.13466183574879226,1.0
0.0910873110916804,0.13468894705053353,1.0
0.09117743274849827,0.1347160692710431,1.0
0.0915053099324535,0.13474320241691842,1.0
0.0915670525358599,0.1347703464947623,1.0
0.09180244010828743,0.13479750151118275,1.0
0.0918729801193119,0.13482466747279323,1.0
0.09195075763380163,0.13485184438621245,1.0
0.09200203454910634,0.13487903225806452,1.0
0.09202750745776149,0.13490623109497882,1.0
0.09216580881329621,0.13493344090359016,1.0
0.09226448850638075,0.13496066169053864,1.0
0.09235828201200891,0.13498789346246973,1.0
0.09235883232701288,0.1350151362260343,1.0
0.09257000627761652,0.13504238998788856,1.0
0.09257154034449995,0.13506965475469412,1.0
0.09260602102553445,0.13509693053311794,1.0
